uid,sid
226,375
226,1286
226,2594
226,1296
226,2595
226,2596
226,2597
226,1407
226,1123
226,457
226,1311
226,2571
226,817
226,1412
226,1331
226,1128
226,388
226,2598
226,2599
226,1811
226,393
226,2141
226,2600
226,608
226,2601
226,1530
226,871
226,404
38,421
38,2602
38,544
38,54
38,61
38,1109
38,2603
38,128
38,748
38,2604
38,140
38,1160
38,2605
38,149
38,150
38,1273
38,844
38,1274
38,1181
38,151
38,376
38,155
38,1795
38,163
38,168
38,590
38,800
38,1182
38,2606
38,760
38,2607
38,1504
38,1183
38,1298
38,187
38,1123
38,806
38,1000
38,196
130,1
130,3
130,421
130,468
130,239
130,304
130,1146
130,15
130,16
130,315
130,325
130,20
130,240
130,330
130,25
130,1674
130,243
130,439
130,26
130,28
358,0
358,246
358,247
358,251
358,1364
358,232
358,233
358,4
358,261
358,5
358,270
358,6
358,505
358,275
358,10
358,13
358,296
358,239
358,303
358,304
358,306
358,16
358,1351
358,21
358,2608
358,721
358,570
358,1674
358,26
358,28
358,29
358,30
358,31
358,473
358,1052
358,966
358,35
358,368
358,1459
358,967
358,774
358,41
358,777
358,42
358,44
358,1376
358,778
358,1096
358,48
358,1071
358,50
358,2609
358,514
358,56
358,545
358,59
358,60
358,62
358,546
358,65
358,547
358,519
358,1464
358,577
358,520
358,521
358,549
358,2224
358,73
358,1609
358,75
358,1788
358,77
358,440
358,1153
358,1154
358,582
358,738
358,2610
358,1108
358,782
358,447
358,200
358,583
358,87
358,2611
358,988
358,2612
358,94
358,585
358,1155
358,1156
358,100
358,106
358,788
358,2613
358,109
358,1392
358,1919
358,119
358,553
358,1394
358,123
358,2568
358,124
358,1263
358,2614
358,748
358,587
358,2615
358,2616
358,749
358,1397
358,139
358,1181
358,153
358,797
358,754
358,589
358,2617
358,163
358,168
358,170
358,590
358,2618
358,1182
358,2606
358,1290
358,2038
358,1164
358,999
358,1304
358,2619
358,190
358,557
358,2078
358,806
358,483
358,1308
358,463
358,812
358,813
358,531
358,596
358,857
358,2620
358,1414
358,1188
358,2621
358,2622
358,532
358,387
358,1003
358,823
358,825
358,829
358,1936
358,390
358,947
358,1811
358,433
358,559
358,609
358,397
358,2623
358,1132
358,612
358,1530
358,201
358,1893
358,1820
358,400
358,615
358,1008
358,1828
358,1675
358,1946
358,619
358,1949
358,563
358,564
358,2624
358,626
358,877
358,631
358,1683
358,636
358,1201
358,203
358,487
358,1202
358,881
358,1204
358,1031
358,646
358,2124
358,204
358,1690
358,2625
358,538
358,205
358,2051
358,2626
358,488
358,206
358,1572
358,2627
358,2628
358,2629
358,2004
358,662
358,1436
358,208
358,566
358,2630
358,2631
358,2632
358,2013
358,2318
358,955
358,2164
358,1709
358,212
358,2633
358,2634
358,2635
358,2636
358,541
358,678
358,896
358,2637
358,684
358,2638
358,691
358,497
358,907
358,499
358,2639
358,909
358,215
358,2640
358,2641
358,708
152,1166
152,1080
152,1649
152,506
152,1142
152,16
152,420
152,315
152,2642
152,22
152,472
152,243
152,244
152,245
152,337
152,30
152,510
152,348
152,353
152,2643
152,773
152,776
152,55
152,513
152,64
152,518
152,578
152,520
152,70
152,1609
152,780
152,738
152,1384
152,1105
152,2589
152,2644
152,784
152,106
152,742
152,791
152,842
152,1920
152,2645
152,375
152,1117
152,149
152,2646
152,796
152,165
152,169
152,170
152,2569
152,760
152,176
152,378
152,806
152,811
152,1931
152,531
152,817
152,382
152,1412
152,1127
152,2647
152,2648
152,819
152,2649
152,384
152,385
152,532
152,826
152,2598
152,1420
152,390
152,391
152,392
152,394
152,2650
152,1815
152,2651
152,2652
152,608
152,2653
152,2654
152,865
152,2655
152,2656
152,2657
152,2658
152,869
152,870
152,1535
152,409
152,873
152,623
152,874
152,629
152,877
152,1682
152,2659
152,1200
152,2115
152,879
152,487
152,1969
152,2660
152,2574
152,1545
152,1977
152,2661
152,2662
152,1546
152,2663
152,539
152,1575
152,666
152,2008
152,2664
152,1702
152,1703
152,1576
152,1775
152,1776
152,677
152,2665
152,2666
152,2667
443,304
443,139
443,1122
443,385
443,387
443,392
443,397
443,400
443,870
443,877
443,636
443,1435
443,881
443,650
443,886
443,661
443,662
443,1702
443,1706
443,1707
443,891
443,493
443,2668
443,1718
128,0
128,246
128,247
128,249
128,263
128,1649
128,6
128,505
128,2205
128,272
128,275
128,277
128,1148
128,417
128,419
128,466
128,298
128,303
128,304
128,15
128,319
128,321
128,26
447,249
447,2200
447,251
447,465
447,256
447,233
447,4
447,263
447,6
447,7
447,2669
447,1585
447,468
447,239
447,304
447,2670
447,16
447,420
447,20
447,986
447,25
447,570
447,27
447,28
447,571
447,350
447,1236
295,3
295,505
295,239
295,22
295,508
295,30
295,2671
295,728
295,50
295,514
295,60
295,65
295,525
295,2672
295,2673
295,139
295,149
295,1497
295,155
295,163
295,2674
295,483
295,2622
295,532
295,559
295,2675
295,1827
295,2676
295,536
295,2115
456,251
456,1080
456,273
456,304
456,16
456,1351
456,330
456,721
456,243
456,337
456,1456
456,726
456,2677
456,777
456,74
456,80
456,1108
456,2678
456,200
456,448
456,2679
456,2680
456,1392
456,119
456,791
456,2681
456,1396
456,843
456,1920
456,2645
456,2180
456,2682
456,155
456,163
456,171
456,2606
456,1403
456,1291
456,176
456,1924
456,591
456,1299
456,1929
456,461
456,2552
456,817
456,2683
456,1002
456,385
456,2684
456,386
456,2185
456,388
456,2685
456,1419
456,831
456,1811
456,391
456,2686
456,393
456,2687
456,1938
456,1813
456,608
456,1893
456,1941
456,2688
456,1195
456,1136
456,870
456,403
456,1675
456,1946
456,410
456,2689
456,1198
456,2690
456,2691
456,2692
456,877
456,631
456,2693
456,2694
456,1963
456,202
456,2045
456,2695
456,2696
456,203
456,2697
456,487
456,1969
456,2698
456,951
456,1545
456,2699
456,2532
456,1562
456,2700
456,643
456,204
456,883
456,2701
456,2049
456,2702
456,205
456,1692
456,2703
456,2704
456,1989
456,2705
456,1990
456,2706
456,206
456,1696
456,539
456,1572
456,2707
456,886
456,2708
456,2709
456,2710
456,2711
456,2712
456,2713
456,2714
456,208
456,2715
456,2716
456,2631
456,1773
456,1702
456,2717
456,2718
456,2320
456,2056
456,2719
456,2720
456,1210
456,891
456,2721
456,678
456,2722
456,1043
456,2723
456,2724
456,2725
456,2726
456,2727
456,2728
456,684
456,2729
456,2730
456,2731
456,1714
456,897
456,687
456,899
456,2732
456,901
456,2733
456,2734
456,213
456,1217
456,2735
456,2736
456,2737
456,906
456,1582
456,499
456,695
456,2738
456,1729
456,2739
456,2740
456,2741
456,700
456,2742
456,2743
456,2744
456,215
456,1049
456,702
456,2745
456,2746
456,2747
456,2748
456,2749
456,2750
456,2751
456,2752
456,2753
456,2754
456,2755
456,2756
456,1584
456,2757
456,1737
456,2758
456,1739
456,2641
456,2759
456,2760
456,708
456,2761
456,2762
456,2763
456,709
456,2764
456,2765
456,2766
456,2436
456,2767
456,2768
456,2769
456,2770
456,2771
456,2772
456,2773
456,2774
456,1742
456,2775
456,2776
456,2777
456,2778
456,2779
456,2780
456,2781
456,2782
456,2783
456,2784
456,2785
456,2786
456,917
456,2787
456,2788
456,1745
456,2789
456,2790
456,2791
456,2792
456,2793
456,2794
456,2795
456,2796
456,2797
456,2798
456,2799
456,2800
456,2801
456,2802
456,2803
456,2804
456,2805
456,2806
365,2
365,251
365,1370
365,256
365,3
365,4
365,263
365,270
365,272
365,275
365,419
365,13
365,468
365,298
365,325
365,21
365,331
365,28
365,348
365,56
365,58
365,61
365,71
365,579
365,1074
365,373
365,100
365,139
365,174
365,1123
365,387
365,392
365,400
365,204
365,206
365,539
365,661
365,208
365,541
365,684
365,497
4,505
4,283
4,13
4,1066
4,506
4,310
4,16
4,420
4,471
4,28
4,337
4,353
4,473
4,964
4,727
4,542
4,2671
4,1052
4,1601
4,1590
4,1912
4,730
4,37
4,967
4,775
4,2807
4,48
4,573
4,1652
4,2479
4,1606
4,514
4,519
4,1462
4,1464
4,520
4,525
4,74
4,2808
4,2809
4,1099
4,2810
4,1384
4,2811
4,84
4,2812
4,448
4,2813
4,88
4,2814
4,1792
4,1658
4,2815
4,1475
4,1616
4,1661
4,785
4,2816
4,2817
4,790
4,2818
4,2819
4,2820
4,2821
4,2822
4,2823
4,155
4,2824
4,2825
4,175
4,2826
4,2827
4,2037
4,982
4,2038
4,2828
4,1667
4,1668
4,2829
4,2830
4,2831
4,2619
4,1926
4,2832
4,2078
4,2833
4,594
4,1311
4,1312
4,2834
4,2835
4,2553
444,123
444,174
444,385
444,601
444,391
444,870
444,404
444,1687
444,1545
444,213
444,2836
386,231
386,256
386,2837
386,13
386,239
386,315
386,316
386,317
386,20
386,21
386,2838
386,25
386,243
386,439
386,27
386,28
386,245
386,34
386,56
386,58
386,474
386,60
386,65
386,68
386,926
386,1468
386,1244
386,1153
386,1381
386,738
386,839
386,372
386,84
386,1251
386,1108
386,2839
386,448
386,783
386,452
386,100
386,1478
386,122
386,1487
386,2840
386,749
386,1122
386,1921
386,150
386,752
386,2841
386,797
386,1402
386,2491
386,1625
386,160
386,165
386,979
386,377
386,2842
386,760
386,1297
386,177
386,1299
386,480
386,556
386,482
386,187
386,456
386,190
386,1305
386,457
386,1927
386,196
51,248
51,249
51,231
51,255
51,257
51,3
51,4
51,263
51,2843
51,6
51,272
51,275
51,1064
51,1585
51,290
51,419
51,466
51,919
51,296
51,298
51,239
51,1141
51,304
51,16
51,17
51,315
51,316
51,319
51,323
51,20
51,21
51,329
51,1067
51,330
51,332
51,22
51,472
51,721
51,24
51,25
51,1674
51,336
51,243
51,439
51,26
51,28
51,244
51,245
51,29
51,339
51,1456
51,510
51,349
51,1845
51,1236
51,776
51,777
51,778
51,731
441,239
441,22
441,26
441,30
441,473
441,1073
441,56
441,62
441,546
441,1789
441,86
441,2844
441,585
441,100
441,991
441,754
7,836
7,436
7,506
7,239
7,301
7,304
7,16
7,315
7,322
7,1231
7,52
7,71
7,839
7,87
7,1480
7,586
7,124
7,139
7,1271
7,590
7,174
7,591
7,2845
7,187
7,196
7,2181
7,2571
7,595
7,1411
7,382
7,1760
7,1125
7,1413
7,2846
7,1128
7,860
7,1803
7,384
7,386
7,387
7,388
7,1003
7,946
7,426
7,602
7,862
7,392
7,393
7,606
7,396
7,608
7,1129
7,397
7,864
7,400
7,1009
7,872
7,409
7,1020
7,2847
7,1952
7,1680
7,875
7,1022
7,949
7,2848
7,632
7,414
7,2849
7,1435
7,203
7,1542
7,416
7,1202
7,951
7,1203
7,641
7,1204
7,1032
7,204
7,1035
7,650
7,538
7,1040
7,1570
7,488
7,2850
7,654
7,206
7,657
7,539
7,1572
7,953
7,661
7,662
7,2851
7,207
7,1575
7,1436
7,208
7,566
7,1773
7,1703
7,567
7,670
7,2852
7,1708
7,673
7,1210
7,1211
7,2018
7,2853
7,541
7,678
7,1711
7,1213
7,2854
7,2855
7,2856
7,2857
7,684
7,2858
7,897
7,687
7,898
7,899
7,2859
7,2860
7,496
7,2638
7,2861
7,213
7,1217
7,2862
7,2863
7,1047
7,2864
7,2865
7,2866
7,907
7,214
7,2867
7,1726
7,2868
7,1729
7,908
7,697
7,698
7,1048
7,699
7,2869
7,2870
7,700
7,2871
7,215
7,1049
7,2872
7,2383
7,2873
7,2874
7,2875
7,502
7,2876
7,912
7,2758
7,2877
7,2878
7,1223
7,2879
7,2880
7,706
7,708
7,2767
7,2881
7,2882
7,2784
7,716
397,247
397,13
397,30
397,32
397,350
397,473
397,61
397,2883
180,0
180,2
180,249
180,251
180,465
180,1080
180,263
180,6
180,272
180,9
180,287
180,468
180,239
180,304
180,306
180,16
180,323
180,472
180,570
180,26
180,348
388,246
388,256
388,3
388,4
388,1371
388,270
388,505
388,364
388,11
388,419
388,13
388,468
388,298
388,239
388,304
388,16
388,1231
388,21
388,1358
388,721
388,570
388,439
388,27
388,28
388,30
388,2884
388,571
388,348
388,1051
388,473
388,35
388,48
388,49
388,50
388,51
388,55
388,56
388,57
388,515
388,474
388,60
388,61
388,62
388,63
388,370
388,64
388,65
388,925
388,520
388,551
388,70
388,71
388,72
388,525
388,1790
388,2537
388,1058
388,1154
388,1106
388,1386
388,1108
388,583
388,87
388,1471
388,988
388,452
388,585
388,1155
388,1793
388,477
388,98
388,1661
388,1180
388,2138
388,123
388,791
388,1492
388,136
388,138
388,139
388,149
388,1400
388,152
388,376
388,797
388,158
388,754
388,163
388,165
388,168
388,1628
388,2075
388,377
388,1182
388,760
388,176
388,591
388,2885
388,592
388,1164
388,480
388,999
388,190
388,191
388,196
388,460
388,1165
388,483
388,1185
388,463
388,811
388,813
388,464
388,595
388,596
388,2886
388,2887
388,1128
388,1803
388,1187
388,2621
388,2027
388,384
388,386
388,2556
388,820
388,2685
388,1933
388,1423
388,1549
388,947
388,1811
388,393
388,1813
388,395
388,608
388,1527
388,611
388,1893
388,1820
388,2888
388,1902
388,2521
388,1008
388,1136
388,1534
388,1675
388,872
388,1946
388,1537
388,1764
388,1677
388,1678
388,536
388,1673
388,1765
388,1837
388,563
388,874
388,876
388,2624
388,1539
388,2112
388,1965
388,1200
388,202
388,879
388,2889
388,1027
388,203
388,1542
388,487
388,416
388,1558
388,639
388,1560
388,2890
388,2891
388,2892
388,1562
388,1564
388,1204
388,2893
388,645
388,1031
388,1032
388,2124
388,2894
388,204
388,883
388,2895
388,538
388,1037
388,1206
388,2051
388,1570
388,1989
388,952
388,1207
388,2896
388,2897
388,539
388,1572
388,1573
388,1998
388,2898
388,1574
388,2629
388,661
388,207
388,666
388,667
388,2714
388,208
388,2053
388,668
388,566
388,2899
388,2055
388,211
388,2900
388,2017
388,2056
388,673
388,2901
388,2164
388,541
388,2166
388,1711
388,1778
388,1043
388,2169
388,893
388,2170
388,2902
388,2903
388,896
388,2637
388,2904
388,2905
388,684
388,2858
388,494
388,2023
388,898
388,2906
388,2907
388,1715
388,688
388,495
388,213
388,2862
388,1720
388,1047
388,497
388,2908
388,695
388,2909
388,1219
388,908
388,2639
388,909
388,700
388,2910
388,2911
388,215
388,500
388,701
388,1222
388,501
388,2912
388,1223
388,2913
388,503
388,915
211,3
211,13
211,239
211,304
211,28
211,56
211,124
211,139
211,163
211,531
211,1803
211,384
211,633
211,487
211,639
211,645
211,1690
211,649
211,1037
211,1694
211,206
211,1696
211,2914
211,1575
211,208
211,566
211,2915
211,491
211,1705
211,673
211,675
211,678
211,1214
211,2916
211,684
211,1216
211,497
211,498
211,499
211,695
211,1219
211,698
211,2917
87,0
87,4
87,2669
87,13
87,239
87,304
87,16
87,1358
87,28
87,30
87,52
87,56
87,61
87,518
87,440
87,552
87,80
87,84
87,449
87,2611
87,585
87,124
87,1271
87,155
87,174
87,1293
87,555
87,997
87,1798
87,483
87,531
87,388
87,604
87,1813
87,608
87,615
87,1202
49,246
49,6
49,1342
49,421
49,468
49,239
49,304
49,306
49,16
49,2918
49,570
49,439
49,28
49,473
49,2467
49,1071
49,1369
49,514
49,59
49,61
49,1151
49,546
49,68
49,523
49,70
49,71
49,839
49,86
49,2919
49,87
49,2920
49,1487
49,127
49,139
49,141
49,2605
49,149
49,2921
49,155
49,754
49,163
49,171
49,2074
49,174
49,2922
49,2923
49,531
49,1128
49,2924
49,1188
49,1002
49,820
49,388
49,2925
49,1809
49,433
49,559
49,397
49,201
49,2926
49,2927
49,2888
49,614
49,2928
49,615
49,2929
49,1008
49,2930
49,1828
49,408
49,2931
49,2932
49,2933
49,2934
49,536
49,2935
49,2936
49,2937
49,564
49,949
49,1841
49,1026
49,1140
49,2938
49,637
49,879
49,1027
49,203
49,1542
49,2939
49,1544
49,881
49,2532
49,1562
49,2940
49,1688
49,2941
49,204
49,650
49,538
49,2702
49,205
49,2942
49,2943
49,1987
49,2704
49,2944
49,2945
49,2946
49,2947
49,2948
49,539
49,953
49,490
49,2297
49,2949
49,2950
49,2951
49,954
49,2629
49,661
49,2952
49,1575
49,666
49,208
49,1700
49,2053
49,668
49,2054
49,2953
49,2954
49,1210
49,2955
49,1211
49,2018
49,2956
49,2957
49,2958
49,1213
49,2959
49,2960
49,1043
49,2169
49,2961
49,893
49,2902
49,2855
49,2962
49,2963
49,2726
49,1214
49,1842
49,493
49,2964
49,2965
49,684
49,2966
49,2967
49,685
49,2968
49,2969
49,2970
49,1715
49,1716
49,2971
49,213
49,1217
49,2862
49,2972
49,2973
49,2974
49,2975
49,2737
49,2976
49,498
49,2977
49,214
49,2978
49,1725
49,1728
49,908
49,1731
49,1220
49,2741
49,700
49,215
49,1049
49,911
49,2979
49,2980
49,2061
49,1222
49,2981
49,2982
49,501
49,2912
49,2983
49,2877
49,2984
49,2985
49,1740
49,2759
49,2986
49,2987
49,2988
49,2989
49,2990
49,2991
49,2992
49,503
49,915
49,2993
49,2994
49,2995
49,2765
49,2996
49,713
49,2997
49,2998
49,1741
49,2999
49,714
49,3000
49,2777
49,3001
49,3002
49,3003
49,2784
49,715
49,3004
49,1746
49,3005
49,1747
49,1750
390,3
390,6
390,275
390,1339
390,364
390,304
390,305
390,15
390,16
390,315
390,18
390,318
390,319
390,325
390,20
390,330
390,26
390,245
145,728
145,511
145,525
145,1613
145,784
145,753
145,554
145,190
145,199
145,3006
145,643
281,6
281,13
281,28
281,30
281,2217
281,542
281,3007
281,572
281,965
281,1052
281,35
281,2063
281,3008
281,36
281,1602
281,37
281,2236
281,1460
281,3009
281,49
281,55
281,56
281,58
281,547
281,928
281,75
281,579
281,1381
281,448
153,6
153,275
153,1339
153,1148
153,364
153,284
153,11
153,419
153,298
153,239
153,304
153,307
153,1146
153,1351
201,256
201,3
201,304
201,16
201,20
201,2642
201,22
487,3
487,6
487,1339
487,1148
487,1342
487,419
487,468
487,239
487,302
487,15
487,1231
487,325
487,471
487,25
487,26
487,28
487,245
436,836
436,250
436,251
436,1335
436,3
436,263
436,268
436,269
436,6
436,7
436,1148
436,364
436,278
436,436
436,3010
436,279
436,280
436,10
436,284
436,12
436,290
436,419
436,1345
436,3011
436,294
436,295
436,1648
436,467
436,14
436,306
436,307
436,308
436,15
436,309
436,311
436,315
436,18
436,569
436,323
436,20
436,326
436,2642
436,329
436,27
436,341
383,0
383,6
383,505
383,1065
383,13
383,919
383,508
383,243
383,28
383,30
383,367
383,473
383,727
383,542
383,572
383,728
383,1052
383,511
383,34
383,422
383,35
383,368
383,1603
383,1459
383,38
383,967
383,544
383,55
383,514
383,56
383,58
383,474
383,516
383,1438
383,60
383,63
383,370
383,546
383,1179
383,547
383,519
383,1240
383,924
383,925
383,1378
383,520
383,971
383,521
383,1466
383,1609
383,1788
383,526
383,1467
383,1468
383,448
383,93
383,3012
383,989
383,1659
383,100
383,1390
383,3013
383,139
383,376
383,3014
383,168
383,592
383,1668
383,1642
383,190
383,3015
383,530
383,3016
383,382
383,3017
383,387
383,388
383,3018
383,3019
383,392
383,608
383,3020
383,610
383,2099
383,400
383,3021
383,942
383,3022
383,1021
368,283
368,339
368,217
368,2217
368,3023
368,2069
368,478
368,3024
368,1409
368,462
368,3025
368,650
278,13
278,58
278,457
278,1001
278,387
278,392
278,400
278,1023
278,1037
278,541
278,683
278,1718
278,500
114,0
114,13
114,239
114,304
114,16
114,315
114,1358
114,243
114,3026
114,61
114,475
114,87
114,1155
114,100
114,791
114,136
114,163
114,169
114,377
114,760
114,1924
114,1300
114,185
114,1304
114,187
114,1308
114,463
114,813
114,382
114,384
114,386
114,387
114,389
114,390
114,608
114,397
114,613
114,400
114,870
114,403
114,871
114,1675
114,1537
114,409
114,877
114,632
114,950
114,1558
114,204
114,538
114,539
114,886
114,540
114,566
114,541
114,684
114,691
114,497
114,697
114,1049
114,502
114,1223
78,16
78,448
78,1919
78,844
78,196
78,382
78,1127
78,3027
78,1938
78,3028
78,608
78,2654
78,3029
78,1941
78,3030
78,1195
78,3031
78,1535
78,3032
78,3033
78,2045
78,3034
78,539
78,1995
78,1572
78,489
78,1999
78,540
78,1576
78,673
78,2858
78,898
78,899
78,3035
78,903
297,252
297,256
297,3
297,770
297,6
297,9
297,421
297,419
297,468
297,239
297,306
297,16
297,420
297,315
297,241
297,24
297,243
297,26
297,28
297,32
297,571
297,777
297,778
297,1096
297,731
297,1652
297,514
297,75
297,1074
297,1381
297,742
297,112
297,124
297,139
297,844
297,376
297,155
297,163
297,174
297,187
297,462
297,810
297,531
297,382
297,532
297,387
297,390
297,392
297,608
297,397
297,3036
297,2655
297,400
297,869
297,870
297,1833
297,3037
205,0
205,4
205,505
205,1148
205,239
205,243
205,26
205,245
224,247
224,9
224,284
224,365
224,24
224,570
224,548
224,736
224,944
224,454
224,3038
148,16
148,1412
148,385
148,391
148,870
148,3039
148,563
148,1957
148,877
148,632
148,1545
148,538
148,539
148,886
148,661
148,668
148,1702
148,1576
148,891
148,675
148,3040
148,1780
148,1047
148,1722
148,698
148,215
148,502
148,915
148,3041
207,2
207,465
207,256
207,233
207,2202
207,272
207,30
207,366
207,32
207,348
207,1236
207,579
83,3
83,4
83,505
83,239
83,22
83,508
83,28
83,30
83,367
83,473
83,542
83,572
83,514
83,516
83,517
83,62
83,546
83,548
83,124
83,139
83,155
83,163
83,559
83,3042
83,615
83,536
83,634
83,647
83,204
83,2051
83,1571
83,1041
83,1990
83,1573
83,954
83,2629
83,1771
83,3043
83,3044
83,1209
83,2955
83,1709
83,1214
83,697
62,578
62,2224
62,1108
62,200
62,1291
62,483
62,810
62,531
62,1002
62,532
62,3045
62,613
62,2928
62,615
62,1536
62,3046
62,631
62,632
62,1200
62,1204
62,1546
62,3047
62,2019
62,1776
62,2902
62,3048
62,2638
62,3049
62,2862
62,691
62,3050
62,3051
62,1741
62,3052
62,960
3,16
3,53
3,200
3,385
3,539
3,886
3,2297
3,661
3,1575
3,667
3,208
3,1702
3,675
3,1712
3,3040
3,3053
3,1047
3,497
3,1722
3,695
3,1726
3,908
3,700
3,1733
3,701
3,1049
3,915
3,916
37,13
37,14
37,321
37,474
37,839
37,3054
37,3055
37,373
37,452
37,100
37,791
37,136
37,143
37,2646
37,3056
37,163
37,171
37,760
37,3057
37,3058
37,482
37,187
37,3059
37,195
37,767
37,196
209,0
209,252
209,231
209,465
209,232
209,2201
209,4
209,234
209,505
209,275
209,3060
209,421
209,12
209,468
209,239
209,304
209,3061
209,3062
209,438
209,2584
209,508
209,1089
209,28
209,337
209,30
209,31
209,367
209,3063
209,571
209,1092
209,354
209,473
209,1093
209,3064
209,2217
209,542
209,3007
209,572
209,728
209,1052
209,511
209,34
209,422
209,35
209,368
209,3065
209,730
209,3066
209,2236
209,3067
209,967
209,3068
209,778
209,47
209,2234
209,731
209,1071
209,50
209,1652
209,55
209,2029
209,2609
209,514
209,58
209,515
209,1438
209,59
209,517
209,60
209,575
209,62
209,1787
209,370
209,546
209,65
209,66
209,1179
209,519
209,548
209,925
209,3069
209,1464
209,520
209,1152
209,1439
209,521
209,69
209,551
209,70
209,524
209,525
209,928
209,1609
209,3070
209,2225
209,526
209,3071
209,440
209,1154
209,441
209,2231
209,84
209,1105
209,2812
209,3072
209,200
209,583
209,3073
209,452
209,2069
209,585
209,1758
209,3074
209,374
209,1616
209,1661
209,788
209,3075
209,3076
209,744
209,1619
209,3077
209,2567
209,425
209,1487
209,3078
209,2071
209,3079
209,2614
209,748
209,129
209,3080
209,1160
209,149
209,1181
209,1440
209,3081
209,2823
209,3082
209,155
209,1624
209,799
209,168
209,1162
209,848
209,1629
209,2569
209,1796
209,1759
209,2075
209,3083
209,2825
209,3084
209,2036
209,1182
209,760
209,1290
209,3085
209,3086
209,3087
209,3088
209,378
209,2551
209,3089
209,2038
209,3090
209,1164
209,3091
209,3092
209,1668
209,3093
209,1642
209,1798
209,2674
209,530
209,3094
209,461
209,813
209,814
209,531
209,2554
209,1443
209,532
209,820
209,822
209,199
209,3095
209,3096
209,3097
209,3098
209,432
209,394
209,1815
209,1817
209,834
209,3099
209,608
209,1669
209,3100
209,397
209,2096
209,3101
209,1132
209,2097
209,3036
209,1820
209,2927
209,3102
209,3103
209,3104
209,3105
209,1446
209,3106
209,942
209,3107
209,3108
161,22
161,1374
161,71
161,585
161,993
161,1271
161,163
161,165
161,1298
161,1305
249,1175
249,3109
249,993
249,154
249,1299
249,1527
249,3110
249,1975
249,3111
249,3112
475,0
475,275
475,304
475,16
475,336
475,337
475,779
475,57
475,70
475,1241
475,200
475,155
475,377
475,817
475,382
475,384
475,826
475,1191
475,608
475,865
475,399
475,869
475,1535
475,1020
475,1963
475,1435
475,1546
475,952
475,1694
475,2289
475,489
475,2004
475,661
475,2006
475,540
475,212
475,3113
475,1716
475,1739
475,2436
475,3114
371,0
371,246
371,256
371,232
371,3
371,4
371,264
371,2458
371,6
371,505
371,275
371,3115
371,13
371,468
371,239
371,311
371,315
371,18
371,365
371,22
371,508
371,721
371,439
371,27
371,244
371,29
371,30
371,1429
371,31
371,3116
371,1588
371,571
371,3117
371,217
371,473
371,727
371,542
371,368
371,3023
371,776
371,777
371,1096
371,51
371,922
371,1606
371,1461
371,56
371,515
371,60
371,61
371,62
371,546
371,65
371,68
371,1378
371,71
371,2587
371,1609
371,1241
371,1430
371,2809
371,1058
371,2473
371,1100
371,3118
371,453
371,3119
371,475
371,1107
371,3120
371,3121
371,1471
371,1156
371,1475
371,96
371,3122
371,1793
371,477
371,98
371,99
371,1256
371,100
371,106
371,742
371,788
371,1157
371,1794
371,3123
371,586
371,2840
371,127
371,130
371,1492
371,139
371,144
371,1400
371,151
371,845
371,376
371,3124
371,1277
371,3125
371,155
371,158
371,163
371,164
371,165
371,168
371,170
371,590
371,2074
371,174
371,1182
371,761
371,997
371,3126
371,3127
371,178
371,378
371,186
371,187
371,3128
371,3129
371,529
371,3130
371,1870
371,192
371,3131
371,806
371,1927
371,3132
371,854
371,2235
371,1184
371,1514
371,462
371,463
371,3133
371,1410
371,1310
371,3134
371,817
371,382
371,383
371,3135
371,3136
371,3137
371,820
371,389
371,1421
371,394
371,3045
371,2095
371,400
119,0
119,770
119,290
119,304
119,510
119,772
119,544
119,513
119,518
119,548
119,3070
119,790
119,1122
119,1636
119,1164
119,806
119,2572
119,558
119,1804
119,3138
119,3139
119,629
119,1554
119,2660
362,251
362,252
362,1166
362,233
362,4
362,263
362,273
362,275
362,1339
362,1064
362,237
362,466
362,919
362,296
362,1648
362,298
362,304
362,16
362,1227
362,331
362,471
362,332
362,22
362,2215
362,26
362,27
362,30
362,349
362,350
285,2610
285,446
285,86
285,200
285,449
355,6
355,21
355,439
355,348
355,543
355,1605
355,53
355,369
355,56
355,58
355,474
355,545
355,61
355,68
355,75
355,579
355,839
355,112
355,144
355,3140
355,186
355,187
355,189
355,983
355,462
355,3141
171,6
171,1585
171,316
171,318
171,21
171,27
171,572
171,54
171,56
171,57
171,58
171,75
171,374
171,553
171,125
171,139
171,1294
171,462
171,1314
171,386
171,426
171,1189
171,602
171,1936
171,389
171,3142
171,1421
171,432
171,392
171,393
171,394
171,1813
497,0
497,836
497,252
497,256
497,3
497,4
497,13
497,506
497,239
497,304
497,311
497,16
497,22
497,243
497,28
497,30
497,571
497,473
497,35
497,543
497,50
497,53
497,514
497,56
497,57
497,58
497,59
497,61
497,63
497,546
497,1179
497,548
497,577
497,520
497,987
497,549
497,70
497,525
497,75
497,582
497,79
497,839
497,84
497,1108
497,200
497,585
497,100
497,112
497,1480
497,586
497,124
497,125
497,139
497,376
497,155
497,160
497,589
497,163
497,168
497,527
497,377
497,174
497,1182
497,761
497,2038
497,1164
497,557
497,483
497,463
497,1186
497,813
497,531
497,382
497,1521
497,1002
497,384
497,386
497,532
497,1933
497,601
497,602
497,389
497,603
497,390
497,947
497,1810
497,392
497,393
497,395
497,608
497,1527
497,1132
497,201
497,865
497,1135
497,1762
497,399
497,400
497,615
497,1902
497,1008
497,869
497,404
497,618
497,1536
497,405
497,619
497,409
497,3143
497,1021
